,Unnamed: 0,이름,"장소(안암, 성여입, 혜화)",주소,위도,경도,전화번호,영업시간,가격대,category,categroy_detal,음주여부,대표메뉴,메뉴 5가지,데이트 컨셉
35,47,신의주부대찌개,,서울 중구 북창동 14-5,37.5637085253467,126.978472050541,02-3789-1640,,,,,,,,
36,48,온반,,서울 종로구 청진동 60,37.5718684806621,126.981657363324,02-738-3001,,,,,,,,
37,49,소몰이,,서울 광진구 화양동 44-61,37.5424721012828,127.065348545892,02-467-3339,,,,,,,,
38,50,돈까스하우스,,서울 성북구 안암동5가 101-2,37.5869992593968,127.029718277156,,,,,,,,,
39,51,히포크라테스스프,,서울 성북구 안암동5가 86-12,37.5856908226878,127.030483118273,02-923-3932,,,,,,,,
40,52,이세 돈까스,,서울 성북구 안암동5가 15-53,37.5877885993072,127.029437799665,02-927-7749,,,,,,,,
41,53,안암동닭한마리,,서울 성북구 안암동5가 104-123,37.582937786425,127.028896986314,02-6405-2434,,,,,,,,
42,54,양지식당,,서울 중구 서소문동 47-7,37.563692988582,126.973016498069,,,,,,,,,
43,55,영철스트리트버거,,서울 성북구 안암동5가 136-25,37.58318197719578,127.02880877274528,02-922-1668,,,,,,,,
44,56,오징어나라,,서울 종로구 관철동 260,37.5694360602837,126.983464544382,02-737-4797,,,,,,,,
45,57,짱가네 돈냉면,,서울 성북구 안암동5가 104-153,37.58329279549974,127.0288246656183,,,,,,,,,
46,58,안암아줌마치킨고대점,,서울 성북구 안암동5가 102-62,37.5845197656385,127.029563315847,02-925-0420,,,,,,,,
47,59,장위동유성집,,서울 서대문구 충정로2가 69-5,37.56458792593801,126.96383669491124,02-392-4102,,,,,,,,
48,60,두부촌맷돌할매숨두부,,서울 성북구 안암동5가 110-135,37.5811831313884,127.02686301521,02-922-1783,,,,,,,,
49,61,야마토카츠,,서울 성북구 안암동5가 104-16,37.5841879264933,127.030636480358,02-927-3970,,,,,,,,
50,62,더씨,,서울 성북구 안암동5가 101-36,37.586689388259884,127.02943736677734,02-928-1259,,,,,,,,
51,63,다돈참숯화로구이,,서울 성북구 안암동5가 134-41,37.5823575964059,127.028692976718,02-928-3340,,,,,,,,
52,64,등촌샤브칼국수,,서울 종로구 관철동 10-23,37.5687625875542,126.987272522644,02-734-9491,,,,,,,,
53,65,이공김밥,,서울 중구 신당동 131-10,37.5650531626401,127.019509064489,02-2231-2566,,,,,,,,
54,66,연어사랑,,서울 종로구 관철동 12-23,37.5690580275726,126.986493698008,02-720-6095,,,,,,,,
55,67,수저가,,서울 마포구 신수동 89-10,37.549348157115176,126.93729575518155,02-702-6966,,,,,,,,
56,68,탄,,서울 중구 을지로1가 140-1,37.56517230448694,126.98180841355064,02-6239-3200,,,,,,,,
57,69,내가찜한닭 고려대점,,서울 성북구 안암동5가 102-87,37.5848153736954,127.029232836772,02-929-1237,,,,,,,,
58,70,모심한정식,,서울 성북구 안암동5가 101-36,37.58668127311065,127.0294622721194,02-924-5551,,,,,,,,
59,71,꽌부이,,서울 성북구 안암동5가 15-37,37.587597479648,127.029872496932,,,,,,,,,
60,72,어흥식당,,서울 성북구 안암동5가 15-2,37.5881200622086,127.029845532307,,,,,,,,,
61,73,비나레스토랑성북점,,서울 성북구 안암동5가 102-4,37.5859541111963,127.029704275305,02-928-5860,,,,,,,,
62,74,특별식당,,서울 중구 서소문동 37,37.564493643261,126.975637621124,02-6361-3933,,,,,,,,
63,75,서울쌈냉면,,서울 용산구 청파동3가 109-3,37.5443922892359,126.96773225155,02-704-5788,,,,,,,,
64,76,국수사랑,,서울 동대문구 제기동 137-10,37.5879743389693,127.035497545528,02-929-3002,,,,,,,,
65,77,은화수식당 고려대점,,서울 성북구 안암동5가 104-119,37.5831934889213,127.029621663354,,,,,,,,,
66,78,팔백집,,서울 성북구 동선동2가 172,37.589477261295,127.01983699636,02-928-0032,,,,,,,,
67,79,일곱평브런치,,서울 동대문구 제기동 136-160,37.5876464941786,127.035107905857,02-921-9979,,,,,,,,
68,80,베나레스 Benares Indian Restaurant,,,,,,,,,,,,,
69,81,백소정 본점,,서울 성북구 안암동5가 15-57,37.5876985082328,127.029404929757,0507-1392-2022,,,,,,,,
70,82,에베레스트,,서울 종로구 창신동 148-1,37.5725720198514,127.012501727076,02-766-8850,,,,,,,,
71,83,청년다방 고대안암점,,서울 성북구 안암동5가 104-119,37.58312318183976,127.02973937934397,02-926-8588,,,,,,,,
72,84,신의주순대와쭈꾸미안암점,,서울 성북구 안암동5가 53,37.5865413493814,127.030524224458,02-926-7778,,,,,,,,
73,85,안암다락,,서울 성북구 안암동5가 100-9,37.58645498760611,127.03000337588826,,,,,,,,,
74,86,서대문꼼장어,,서울 서대문구 북아현동 221-14,37.5573682358653,126.951293464534,02-6448-8542,,,,,,,,
75,87,닭잡는파로,,서울 성북구 안암동5가 101-11,37.58596849453127,127.02983335130418,02-924-3124,,,,,,,,
76,88,비야부대찌개,,서울 성북구 안암동5가 15-16,37.5882030626521,127.029410789391,02-923-6070,,,,,,,,
77,89,고른햇살,,서울 성북구 안암동5가 147-5,37.58748233766573,127.02913198008409,02-953-3394,,,,,,,,
78,90,해곤선생,,서울 동대문구 제기동 1152-7,37.5830527812894,127.0302239121,02-929-6884,,,,,,,,
79,91,가정식당,,서울 종로구 누하동 20,37.580252274807,126.968934930974,02-725-5202,,,,,,,,
80,92,비나레스토랑,,서울 동대문구 제기동 137-41,37.5884429093893,127.035316610786,02-926-5860,,,,,,,,
81,93,친구네,,서울 종로구 체부동 214,37.5765370090362,126.970630025237,02-720-4763,,,,,,,,
82,94,정차돌,,서울 성북구 안암동5가 103-20,37.5845628765274,127.030104512154,,,,,,,,,
83,95,고대서서갈비,,서울 성북구 안암동5가 104-246,37.5836114629177,127.029966005537,02-953-3451,,,,,,,,
84,96,고고인디안쿠진,,서울 성북구 안암동5가 104-246,37.5836655248091,127.029956969922,02-922-0786,,,,,,,,
85,97,스시진,,서울 성북구 안암동5가 134-35,37.5826242484957,127.02886516507,02-922-4638,,,,,,,,
86,98,유자유김치떡볶이본점,,서울 성북구 안암동5가 102-37,37.584000861903704,127.02928912655196,02-927-9200,,,,,,,,
87,99,달래진족,,서울 성북구 안암동5가 104-116,37.58350703400594,127.02962405190453,02-923-2422,,,,,,,,
88,100,미각 고대본점,,서울 성북구 안암동5가 102-36,37.5842026748101,127.029327699356,02-927-8858,,,,,,,,
89,101,마카나이 고대점,,서울 성북구 안암동5가 86-149,37.5858673609538,127.030700571498,02-923-7771,,,,,,,,
90,102,차이니웍,,서울 성북구 안암동5가 104-290,37.58314859220237,127.02900575446145,02-923-1996,,,,,,,,
91,103,The melting,,,,,,,,,,,,,
92,104,요감만족,,서울 성북구 안암동5가 104-112,37.5841025964661,127.029600512393,02-6487-8808,,,,,,,,
93,105,엄마손식당,,서울 중구 충무로4가 149-1,37.5623948971427,126.994331751918,02-2271-0249,,,,,,,,
94,106,호아빈 고대점,,,,,,,,,,,,,
95,107,신룽푸마라탕,,서울 중구 을지로2가 199-58,37.5645238073669,126.98329811331,02-319-3808,,,,,,,,
96,108,디어브레드 안암본점,,,,,,,,,,,,,
97,109,제기집,,서울 동대문구 제기동 67-130,37.58536717342038,127.03445922477141,02-925-3989,,,,,,,,
98,110,원이자카야,,서울 성북구 안암동5가 104-127,37.58434658225837,127.03032293403724,,,,,,,,,
99,111,삼성통닭본점,,서울 성북구 안암동5가 104-41,37.5834566502029,127.029336463953,02-922-0077,,,,,,,,
100,112,고대양꼬치,,서울 성북구 안암동5가 102-36,37.5842026748101,127.029327699356,02-927-8858,,,,,,,,
101,113,사마리칸트,,서울 중구 광희동1가 120,37.5651483352193,127.00580880986256,02-2277-4267,,,,,,,,
102,114,상전 한상차림 밥상,,서울 성북구 안암동3가 9,37.58434845875212,127.02182825621901,010-9073-4141,,,,,,,,
103,115,맛닭꼬안암고대점,,서울 성북구 안암동5가 102-59,37.584894583282,127.0295453492068,02-953-5592,,,,,,,,
104,116,큰맘원조할매순대국 고려대점,,서울 성북구 삼선동1가 13-4,37.5881236709029,127.006231783748,02-742-2655,,,,,,,,
105,117,하노이별 고대안암점,,,,,,,,,,,,,
106,118,미가박당,,서울 성북구 안암동5가 103-113,37.5860008537733,127.030134528344,02-924-4395,,,,,,,,
107,119,무아국수집,,서울 종로구 낙원동 42,37.5736929288639,126.988190875444,,,,,,,,,
108,120,샌디앤샐리,,서울 동대문구 제기동 137-97,37.5875062105149,127.034183949472,02-927-3534,,,,,,,,
109,121,미뇽,,서울 중구 서소문동 120-14,37.5622695624874,126.973673476763,02-775-1458,,,,,,,,
110,122,레드컵스 고려대점,,,,,,,,,,,,,
111,123,카페 파인,,서울 중구 남대문로3가 91,37.56129199661217,126.97816715393914,,,,,,,,,
112,124,싸움의 고수,,서울 서대문구 창천동 13-27,37.5577548036823,126.937933819325,02-365-7237,,,,,,,,
113,125,치즈를 사랑한 찜닭 고려대점,,서울 성북구 안암동5가 101-66,37.58729768457356,127.02892697709495,02-929-2007,,,,,,,,
114,126,후문식당,,서울 성북구 안암동5가 12-74,37.5870496358988,127.030030787653,02-927-2933,,,,,,,,
115,127,와플앨리,,서울 성북구 동선동2가 135-20,37.5909477789058,127.019244076692,02-6203-8879,,,,,,,,
116,128,한잔의 추억,,서울 성북구 안암동5가 103-77,37.584938655603295,127.029848790831,02-3291-4848,,,,,,,,
117,129,뚝닭,,서울 종로구 도렴동 60,37.5736546632763,126.974212833792,02-720-7355,,,,,,,,
118,130,노브랜드버거 고려대점,,서울 성북구 안암동5가 104-30,37.58386202532838,127.02962419257396,02-921-6251,,,,,,,,
119,131,신원오리,,서울 동대문구 제기동 153,37.58396349174991,127.03097150925271,02-922-1556,,,,,,,,
120,132,한솥도시락 고대점,,세종특별자치시 조치원읍 서창리 177-1,36.6084091443066,127.289566467793,044-864-4530,,,,,,,,
121,133,호랑이술상,,서울 성북구 안암동5가 104-21,37.583838502849,127.030006854418,02-6398-1079,,,,,,,,
122,134,전통만두국 이상조,,서울 성북구 안암동3가 99,37.5830329222756,127.022289789729,02-926-8756,,,,,,,,
123,135,한상차림밥상,,서울 성북구 안암동3가 9,37.58434845875212,127.02182825621901,010-9073-4141,,,,,,,,
124,136,튄닭 꾼닭,,,,,,,,,,,,,
125,137,아지트 안암 Azit Anam,,서울 성북구 안암동5가 102-37,37.58400446587634,127.02928912796393,010-7465-4265,,,,,,,,
126,138,안암장,,,,,,,,,,,,,
127,139,피자헛안암점,,서울 성북구 안암동2가 153-1,37.5860836753572,127.02234164825,02-926-9223,,,,,,,,
128,140,윤계장과우동,,서울 성북구 안암동5가 136-14,37.5832703208037,127.028618604814,02-3291-9001,,,,,,,,
129,141,이가네 황소곱창 숯불막창,,서울 성북구 안암동5가 103-209,37.5844187170576,127.030106718445,02-927-3586,,,,,,,,
130,142,고려성,,강원 강릉시 강동면 정동진리 524-25,37.7072674142783,129.010540293107,033-640-5119,,,,,,,,
131,143,키라쿠,,서울 동대문구 제기동 1152-13,37.5827860652058,127.030309847467,,,,,,,,,
132,144,크림스치킨,,서울 동대문구 휘경동 286-108,37.5876037324452,127.060582839649,02-2244-7992,,,,,,,,
133,145,절대분식,,서울 양천구 목동 777-1,37.5333502426835,126.866128305546,02-2061-8791,,,,,,,,
134,146,로라 방앗간 고대안암점,,서울 성북구 안암동5가 104-291,37.5830782767903,127.029159699811,02-921-1181,,,,,,,,
135,147,카페 애일,,서울 성북구 안암동5가 11-5,37.5893275282365,127.0293025362,,,,,,,,,
136,148,짚신매운갈비찜 고대점,,서울 성북구 안암동5가 103-27,37.5854567710918,127.029672376425,02-923-5484,,,,,,,,
137,149,미스사이공,,서울 종로구 당주동 21-2,37.5712150662508,126.97561279247,,,,,,,,,
138,150,진미식당,,서울 종로구 장사동 27,37.5699956167912,126.992814358035,02-2272-9388,,,,,,,,
139,151,봉추찜닭 고대점,,서울 성북구 안암동5가 101-46,37.586104583266845,127.02967942675234,02-922-6981,,,,,,,,
140,152,육쌈냉면,,서울 중구 명동2가 55-9,37.5632011772073,126.983529306159,02-755-9584,,,,,,,,
141,153,스미뜨,,서울 동대문구 제기동 136,37.5878662694654,127.035332189473,,,,,,,,,
142,154,왕대갈포차,,,,,,,,,,,,,
143,155,발리하이,,서울 동대문구 제기동 67-197,37.5857693234154,127.033390620487,,,,,,,,,
144,156,신의주찹쌀순대,,서울 중구 을지로2가 199-41,37.5646608864426,126.984226218521,02-3789-8320,,,,,,,,
145,157,헤이피,,서울 동대문구 제기동 137-150,37.5859225088378,127.033331814784,070-8733-3946,,,,,,,,
146,158,병천한방토종순대,,경기 고양시 덕양구 성사동 500-7,37.65843179657712,126.83919909277984,031-967-3556,,,,,,,,
147,159,대즐링,,서울 동대문구 제기동 137-130,37.586843277285666,127.03349526341124,070-763-9394,,,,,,,,
148,160,막걸리찬가,,서울 성북구 안암동5가 104-6,37.5836765508401,127.029101060807,02-928-5355,,,,,,,,
149,161,강다짐고대점,,서울 성북구 안암동5가 102-9,37.5851829038745,127.029534141323,02-929-0498,,,,,,,,
150,162,교촌치킨 안암점,,서울 동대문구 제기동 142-8,37.58607943662735,127.03277824035531,02-923-3363,,,,,,,,
151,163,더베리와플,,서울 성북구 안암동5가 15-85,37.5874822561733,127.029460323388,,,,,,,,,
152,164,막걸리집,,서울 중구 정동 1-48,37.5689589279236,126.975391668232,02-738-5688,,,,,,,,
153,165,노랑통닭고대점,,서울 성북구 안암동5가 103-22,37.5856837710475,127.029871732173,02-921-8282,,,,,,,,
154,166,커피명가안암점,,서울 성북구 안암동4가 8,37.5809135582324,127.023462033093,02-928-0892,,,,,,,,
155,167,통큰어부,,인천 남동구 구월동 1518-1,37.4431397649463,126.717027014528,070-7576-0859,,,,,,,,
156,168,마이 버터 드림,,서울 성북구 안암동2가 119-19,37.586560839460695,127.02417935869671,02-6085-0111,,,,,,,,
157,169,더 보일,,,,,,,,,,,,,
158,170,도씨 나이차,,,,,,,,,,,,,
159,171,VIC,,서울 동대문구 제기동 67-404,37.5858740663659,127.032575487571,0507-1325-5283,,,,,,,,
160,172,고대멸치국수,,서울 종로구 창신동 464,37.5711386968382,127.010883900968,,,,,,,,,
161,174,삼통치킨,,서울 성북구 동소문동2가 45,37.588291208187776,127.00707191288609,02-742-4889,,,,,,,,
162,175,안암골생고기,,,,,,,,,,,,,
163,176,도리돈,,경기 양주시 광적면 석우리 714-2,37.8274898058407,126.982621104002,031-877-7782,,,,,,,,
164,177,시작이 밤이다,,서울 성북구 안암동5가 41-12,37.586256201568,127.032159004564,010-3039-4788,,,,,,,,
165,178,땡전집,,서울 성북구 안암동5가 102-28,37.5851541380885,127.029269199105,02-929-8295,,,,,,,,
166,179,광주식당,,서울 중구 남산동1가 18-1,37.5584332172674,126.984376926214,,,,,,,,,
167,180,달콤퐁당,,서울 성북구 안암동1가 197,37.5888929835681,127.022273421314,02-929-1143,,,,,,,,
168,181,나드리김밥 서울고려대안암병원점,,,,,,,,,,,,,
169,182,형제집,,서울 종로구 종로5가 280-4,37.5703957189449,127.006117110414,,,,,,,,,
170,183,홍도야 빈대떡,,서울 동대문구 제기동 134-49,37.58664301091524,127.03435112116269,02-953-1092,,,,,,,,
171,184,라떼킹,,서울 성북구 안암동5가 134-42,37.5825701689322,127.028946658558,,,,,,,,,
172,185,충주집,,서울 동대문구 제기동 138-2,37.5862194768857,127.034581895182,02-923-1068,,,,,,,,
173,186,꾸미롱,,서울 성북구 안암동5가 104-121,37.583647667516765,127.02930936706265,,,,,,,,,
174,187,쌀피자 안암오거리점,,서울 동대문구 제기동 148-17,37.58255345717828,127.03089507148046,02-6032-5949,,,,,,,,
175,188,황준호베이커리,,서울 성북구 안암동5가 146-27,37.5861597741646,127.028748781607,02-928-9542,,,,,,,,
176,189,와플대학 고대안암캠퍼스,,서울 성북구 종암동 53-20,37.59784280429281,127.0327211193365,02-6082-1114,,,,,,,,
177,190,베트남 노상 식당,,서울 용산구 남영동 12-2,37.545042276233,126.972762959335,,,,,,,,,
178,191,국수먹는 꼴뚜기,,서울 성북구 안암동5가 86-110,37.585437555477824,127.03082267122322,02-926-0676,,,,,,,,
179,192,안암가든,,서울 성북구 안암동5가 126-16,37.58420378959405,127.02443220212072,02-2203-9501,,,,,,,,
180,193,PNYX bar,,,,,,,,,,,,,
181,194,어바웃샤브,,서울 서대문구 충정로2가 91-2,37.56503267131386,126.96569389258252,02-363-9806,,,,,,,,
182,195,역전할머니맥주 서울고대점,,서울 성북구 안암동5가 102-64,37.585651501898084,127.02920599116506,02-929-1226,,,,,,,,
183,196,빠따떼프리또,,,,,,,,,,,,,
184,197,안암동 양식당,,서울 성북구 안암동2가 81,37.58738660354455,127.02184725886119,0507-1326-3828,,,,,,,,
185,198,커피스토어,,서울 성북구 안암동3가 110-24,37.5822111298985,127.022742400152,,,,,,,,,
186,199,오거리술집,,서울 성북구 안암동5가 104-41,37.58350529736336,127.02936252268027,02-6013-7739,,,,,,,,
187,200,동네푸줏간,,서울 성북구 안암동5가 104-30,37.5839250635302,127.029748755651,02-926-3604,,,,,,,,
188,201,커피수공업,,서울 중구 을지로2가 101-34,37.566564293688046,126.9886017493288,070-4148-4242,,,,,,,,
189,202,동s 꼬치,,,,,,,,,,,,,
190,203,SMTH,,서울 동대문구 제기동 136,37.5878662694654,127.035332189473,,,,,,,,,
191,204,만화카페 딩굴,,서울 성북구 안암동5가 102-36,37.5842026736849,127.029332228031,02-928-3716,,,,,,,,
192,205,래디컬브루잉클럽,,서울 동대문구 제기동 137-75,37.5880438614722,127.035008456529,,,,,,,,,
193,206,캐치카페 안암,,서울 성북구 안암동5가 104-30,37.58392327180857,127.02970799701643,070-4077-3822,,,,,,,,
194,207,ann,,서울 동작구 상도동 29-35,37.504224672172,126.945555590885,02-822-8191,,,,,,,,
195,208,레스이즈모어,,서울 성북구 안암동5가 15-17,37.588365235658,127.029433497837,02-3291-0045,,,,,,,,
196,209,카페 설곡,,서울 성북구 안암동4가 41-3,37.580102574833475,127.023905564416,,,,,,,,,
197,211,Pika Coffee,,서울 성북구 안암동5가 76-1,37.585586010914,127.031610736446,02-6339-3537,,,,,,,,
198,212,린다스 카페,,서울 성북구 안암동5가 42-2,37.586533665289,127.032313103679,070-8866-8016,,,,,,,,
199,213,매머드커피,,서울 중구 소공동 25,37.5637954720551,126.981106995242,070-8871-4096,,,,,,,,
200,216,빈올로지,,서울 성북구 안암동5가 136-17,37.58318476421711,127.02846233490547,02-929-8536,,,,,,,,
201,217,보드게임카페 로직,,서울 성북구 안암동5가 102-32,37.5845883122224,127.029278034964,010-7311-2283,,,,,,,,
202,218,카페파우제,,서울 서대문구 홍제동 304-6,37.58916935759361,126.94429586233471,02-395-7100,,,,,,,,
203,219,더퍼스트펭귄 고대점,,서울 성북구 안암동5가 93-5,37.585874633417,127.030451491794,02-929-1120,,,,,,,,
204,222,카페 하룻고양이,,서울 성북구 안암동4가 41-19,37.5806681545982,127.025083145072,02-929-2908,,,,,,,,
205,223,라운즈맨커피,,서울 성북구 안암동5가 103-93,37.5844116430649,127.029576859152,,,,,,,,,
206,224,카페 브레송,,서울 동대문구 제기동 137-68,37.5881906976934,127.035094574714,,,,,,,,,
207,226,카페로뎀,,서울 서대문구 연희동 138-46,37.5746347509381,126.935855001335,02-6338-4272,,,,,,,,
208,228,아임빈,,서울 성북구 안암동5가 156-3,37.5888698867971,127.029048735158,02-925-1382,,,,,,,,
209,229,써니사이드커피,,서울 성북구 안암동5가 12-74,37.58692712849512,127.02992204627682,070-8688-2905,,,,,,,,
210,231,HAMMERcoffeeroasters,,서울 동대문구 제기동 137-424,37.5880142276423,127.034673303623,,,,,,,,,
211,233,OKLM,,서울 성동구 홍익동 614-1,37.5647664088636,127.029360825589,02-516-5677,,,,,,,,
212,234,버블티킹,,서울 서대문구 창천동 31-92,37.5580033237311,126.937639352453,,,,,,,,,
213,235,레인커피,,경기 성남시 분당구 정자동 139-5,37.3602070683543,127.113990237214,031-714-1289,,,,,,,,
214,237,카페 봄,,서울 성북구 안암동5가 160-16,37.5904232696004,127.028754950518,,,,,,,,,
215,238,카페끄망,,서울 동대문구 제기동 137-30,37.588273430266,127.035624497369,010-3242-7022,,,,,,,,
216,239,커피나무 고려대점,,서울 성북구 동선동2가 135-5,37.5910414088907,127.019687951556,02-922-1672,,,,,,,,
217,240,만화카페통툰,,서울 성북구 안암동5가 104-6,37.5836837543186,127.029119178185,02-926-8548,,,,,,,,
218,241,가문비커피,,서울 성북구 안암동1가 348,37.5881755798338,127.023378262958,010-3900-7523,,,,,,,,
219,242,메가커피 고대점,,서울 성북구 안암동5가 101-2,37.5869956520046,127.029731862254,02-924-7290,,,,,,,,
220,243,커피빈코리아 고대참살이길점,,,,,,,,,,,,,
221,244,카페 맬로우,,서울 강남구 신사동 549,37.5242696575945,127.023231605614,,,,,,,,,
222,245,랭스터디카페고려대점,,서울 성북구 안암동5가 104-34,37.5836800070669,127.029694314417,02-926-3001,,,,,,,,
223,247,호점,,서울 중구 명동2가 95-1,37.5627612991111,126.982207408967,02-3789-1544,,,,,,,,
224,249,쥬씨 고려대점,,서울 성북구 하월곡동 46-73,37.601826386933,127.040464194584,,,,,,,,,
225,250,빽다방 안암역점,,서울 성북구 안암동5가 100-5,37.58671083030965,127.03015745869055,02-925-3246,,,,,,,,
226,251,데클렌 커피,,서울 성북구 안암동4가 14,37.5807189147052,127.02360688286,02-922-6247,,,,,,,,
227,252,셀렉토커피 고대안암점,,서울 성북구 안암동5가 134-94,37.5824045039764,127.028462037855,070-4820-5555,,,,,,,,
228,254,와피 고대점,,서울 성북구 안암동5가 104-34,37.58370524626,127.029649037994,,,,,,,,,
229,255,히든폼,,,,,,,,,,,,,
230,256,이전,,서울 성북구 삼선동4가 38-2,37.5891611892252,127.011797981089,02-921-8522,,,,,,,,
231,257,캘린더커피스탠드,,서울 성북구 안암동2가 160-1,37.58629426381011,127.02359505705424,,,,,,,,,
232,259,공차 고대안암,,서울 성북구 안암동5가 102-55,37.585407256501504,127.0295127184087,,,,,,,,,
233,260,또랑,,서울 종로구 창신동 339-1,37.5720637122909,127.013814744678,,,,,,,,,
234,261,커피날에,,서울 성북구 안암동1가 266,37.5875524029277,127.021756729762,,,,,,,,,
235,262,카페소,,서울 성북구 안암동1가 46,37.5890483290079,127.02019014207,070-8815-5169,,,,,,,,
236,263,노르웨이의숲,,서울 성북구 안암동1가 195,37.58876772848799,127.02236396301961,02-921-0969,,,,,,,,
237,264,자갈자갈,,서울 강남구 청담동 124-17,37.5251441861359,127.050364390716,,,,,,,,,
238,265,유즈리스 어덜트,,서울 성북구 안암동3가 107-4,37.58246523137783,127.02263152748984,0507-1421-7017,,,,,,,,
239,266,스틸커피,,서울 강서구 등촌동 477-1,37.561425857604895,126.8543795628303,,,,,,,,,
240,267,평행선,,,,,,,,,,,,,
241,268,카페드 구띠에,,서울 성북구 안암동5가 134-35,37.582703532589,127.028878781433,,,,,,,,,
242,269,카페 마노아,,서울 성북구 동선동1가 56,37.5909299368447,127.018120859616,02-921-1291,,,,,,,,
243,270,카페 플러터,,서울 용산구 한강로2가 83-4,37.5309683675889,126.971557518904,,,,,,,,,
244,272,카페파파고,,서울 성북구 종암동 30-24,37.5914409899968,127.036699407032,,,,,,,,,
245,273,앤드모어,,서울 성북구 종암동 31-48,37.5925839877084,127.03491999952,,,,,,,,,
246,274,카페 라센느,,,,,,,,,,,,,
247,275,카페 위코브,,서울 성북구 안암동2가 61,37.5864064585419,127.021104247805,,,,,,,,,
